site,year,block,plot,pd,pd_fac,rate,sample_date_standcounts,seedling_n,sample_date_groundcover,sp1_gc,sp2_gc,sp3_gc,canopy_cover,sample_date_anthesis,sp1,sp2,sp3,rye_g,weed_g,RCI_weeds,rye_kg,weed_kg,GDD_greenup,GDD_anthesis,soil_n,soil_pH,soil_p,soil_OM,rate.r
DE,2022,3,319,10/13/22,1,30,11/10/21,13,3/29/22,ERPVE,LAMAM,STEME,54.98,5/12/22,na,na,na,144.6,na,na,5784,na,1369.683519,2006.690112,na,na,na,na,30
DE,2022,4,419,10/13/22,1,30,11/10/21,21,3/29/22,ERPVE,STEME,LAMAM,43.27,5/12/22,na,na,na,138,na,na,5520,na,1369.683519,2006.690112,na,na,na,na,30
DE,2022,1,120,11/2/22,2,30,12/2/21,30,3/29/22,ERPVE,LAMAM,VERPG,26.41,5/12/22,na,na,na,87,na,na,3480,na,948.4335185,1585.440112,na,na,na,na,30
DE,2022,2,204,11/2/22,2,30,12/2/21,22,3/29/22,ERPVE,LAMAM,HLOUM,16.59,5/12/22,na,na,na,44.4,na,na,1776,na,948.4335185,1585.440112,na,na,na,na,30
DE,2022,3,302,11/2/22,2,30,12/2/21,24,3/29/22,ERPVE,LAMAM,CERVU,24.49,5/12/22,na,na,na,68.6,na,na,2744,na,948.4335185,1585.440112,na,na,na,na,30
DE,2022,4,406,11/2/22,2,30,12/2/21,12,3/29/22,ERPVE,STEME,LAMAM,14.09,5/12/22,na,na,na,61.4,na,na,2456,na,948.4335185,1585.440112,na,na,na,na,30
DE,2022,1,109,11/17/22,3,30,12/13/21,23,3/29/22,ERPVE,LAMAM,POAAN,21.93,5/12/22,na,na,na,72,na,na,2880,na,813.6461547,1450.652748,na,na,na,na,30
DE,2022,2,213,11/17/22,3,30,12/13/21,19,3/29/22,LAMAM,ERPVE,STEME,18.35,5/12/22,na,na,na,47.6,na,na,1904,na,813.6461547,1450.652748,na,na,na,na,30
DE,2022,3,312,11/17/22,3,30,12/13/21,24,3/29/22,ERPVE,LAMAM,STEME,25.73,5/12/22,na,na,na,72.8,na,na,2912,na,813.6461547,1450.652748,na,na,na,na,30
DE,2022,4,408,11/17/22,3,30,12/13/21,21,3/29/22,ERPVE,LAMAM,POAAN,10.33,5/12/22,na,na,na,24,na,na,960,na,813.6461547,1450.652748,na,na,na,na,30
MA,2022,1,106,9/21/2022,1,30,na,14,na,na,na,na,na,5/25/22,na,na,na,342.15,0,-1,13686,0,na,1914.79,13.058,6.62,499,2.69,30
MA,2022,2,212,9/21/2022,1,30,na,26,na,na,na,na,na,5/25/22,na,na,na,115.9,0,-1,4636,0,na,1914.79,13.058,6.62,499,2.69,30
MA,2022,3,325,9/21/2022,1,30,na,9,na,na,na,na,na,5/25/22,na,na,na,13.05,0,-1,522,0,na,1914.79,13.058,6.62,499,2.69,30
MA,2022,1,125,10/06/2022,2,30,na,24,na,na,na,na,na,5/25/22,na,na,na,179.4,0,-1,7176,0,na,1595.04,7.9085,6.8,478,1.68,30
MA,2022,2,205,10/06/2022,2,30,na,27,na,na,na,na,na,5/25/22,na,na,na,133.55,0,-1,5342,0,na,1595.04,7.9085,6.8,478,1.68,30
MA,2022,3,316,10/06/2022,2,30,na,20,na,na,na,na,na,5/25/22,na,na,na,135.4,0,-1,5416,0,na,1595.04,7.9085,6.8,478,1.68,30
MA,2022,1,111,11/01/2022,3,30,11/26/21,23,na,na,na,na,na,5/25/22,na,na,na,24.5,0,-1,980,0,na,1149.91,6.256,6.77,489,2.18,30
MA,2022,2,225,11/01/2022,3,30,11/26/21,15,na,na,na,na,na,5/25/22,na,na,na,67.95,0,-1,2718,0,na,1149.91,6.256,6.77,489,2.18,30
MA,2022,3,305,11/01/2022,3,30,11/26/21,21,na,na,na,na,na,5/25/22,na,na,na,57.8,0,-1,2312,0,na,1149.91,6.256,6.77,489,2.18,30
NY,2022,1,6.2,9/30/2022,1,30,10/21/21,18,5/9/22,grass 1 ,na,na,58.05,5/31/22,na,na,na,150.6,na,na,6024,na,1087.83,1607.62,48.324,5.16,39,3.87,30
NY,2022,2,5.6,9/30/2022,1,30,10/21/21,22,5/9/22,grass 1 ,TAROF,na,48.72,5/31/22,GALAP,FRAVI,PLAMA,146.3,14.1,-0.60724234,5852,564,1087.83,1607.62,48.324,5.16,39,3.87,30
NY,2022,3,3.8,9/30/2022,1,30,10/21/21,33,5/9/22,TAROF,SOOCA,na,58.12,5/31/22,SOOCA,GALAP,TAROF,139.5,14.3,-0.814766839,5580,572,1087.83,1607.62,48.324,5.16,39,3.87,30
NY,2022,1,6.3,10/21/2022,2,30,11/16/21,27,5/9/22,grass,na,na,28.63,5/31/22,na,na,na,111.8,na,na,4472,na,691.5178995,1211.304381,28.6895,5.38,37,4.51,30
NY,2022,2,5.5,10/21/2022,2,30,11/16/21,22,5/9/22,grass,na,na,22.17,5/31/22,grass,na,na,82,7.5,0.271186441,3280,300,691.5178995,1211.304381,28.6895,5.38,37,4.51,30
NY,2022,3,1.7,10/21/2022,2,30,11/16/21,30,5/9/22,grass,na,na,24.86,5/31/22,grass,na,na,90,7.5,-0.347826087,3600,300,691.5178995,1211.304381,28.6895,5.38,37,4.51,30
NY,2022,2,2.4,11/04/2022,3,30,12/3/21,1,5/9/22,grass 1 ,na,na,11.13,5/31/22,PHLPR,grass,na,47.9,16.6,0.296875,1916,664,565.5997575,1085.386239,31.193,5.26,48,4.62,30
NY,2022,3,4.9,11/04/2022,3,30,12/3/21,3,5/9/22,TAROF,SOOCA,grass,14.17,5/31/22,SOOCA,TAROF,grass,46,11.7,-0.470588235,1840,468,565.5997575,1085.386239,31.193,5.26,48,4.62,30
NY,2022,1,3.1,11/04/2022,3,30,12/3/21,2,5/9/22,grass,broadleaf,na,22.89,5/31/22,grass,AMBEL,GALAP,89.3,9.2,-0.523316062,3572,368,565.5997575,1085.386239,31.193,5.26,48,4.62,30
PA,2022,2,207,10/07/2022,1,30,10/28/21,36,4/11/22,THLAR,VIOAR,CERVU,7.21,10/26/22,LEPCA,CERVU,VIOAR,79.8,6.6,-0.377358491,3192,264,869.27,1566.61,12.8875,5.74,20,2.39,30
PA,2022,1,118,10/07/2022,1,30,10/28/21,53,4/11/22,THLAR,CARHI,VIOAR,27.84,10/26/22,VIOAR,LEPCA,CERVU,149.8,0.728,-0.948,5992,29.12,869.27,1566.61,12.8875,5.74,20,2.39,30
PA,2022,3,310,10/07/2022,1,30,10/28/21,16,4/11/22,THLAR,na,na,14.91,10/26/22,VERAR,VIOAR,SETFA,114.5,0.148,-0.992952381,4580,5.92,869.27,1566.61,12.8875,5.74,20,2.39,30
PA,2022,3,315,10/22/2022,2,30,11/11/21,25,4/11/22,THLAR,CERVU,na,16.05,10/26/22,VIOAR,CERVU,LEPCA,132.4,1.198,-0.25125,5296,47.92,744.21,1424.26,19.774,5.51,21,2.18,30
PA,2022,2,217,10/22/2022,2,30,11/11/21,27,4/11/22,CARHI,VERAR,na,23.53,10/26/22,CERVU,VERAR,na,137.1,0.598,-0.778518519,5484,23.92,744.21,1424.26,19.774,5.51,21,2.18,30
PA,2022,1,102,10/22/2022,2,30,11/11/21,48,4/11/22,THLAR,na,na,10.75,10/26/22,LEPCA,CERVU,na,85.6,0.237,-0.969615385,3424,9.48,744.21,1424.26,19.774,5.51,21,2.18,30
PA,2022,3,303,11/01/2022,3,30,12/16/21,8,4/11/22,VIOAR,VERSE,na,2.17,10/26/22,VIOAR,SETFA,na,53.5,0.198,-0.949230769,2140,7.92,497.57,1160.31,8.8115,5.44,25,2.29,30
PA,2022,2,203,11/01/2022,3,30,12/16/21,18,4/11/22,THLAR,na,na,2.6,10/26/22,CERVU,na,na,65.2,0.012,-0.9976,2608,0.48,497.57,1160.31,8.8115,5.44,25,2.29,30
PA,2022,1,109,11/01/2022,3,30,12/16/21,31,4/11/22,na,na,na,6.69,10/26/22,VERPG,SETFA,na,85.8,0,-1,3432,0,497.57,1160.31,8.8115,5.44,25,2.29,30
VT,2022,1,101,9/20/22,1,30,10/5/21,19,4/5/22,STEME,brassica,na,38.83,5/20/22,STEME,CIRVU,na,140.81,9.84,-0.820699708,5632.4,393.6,893.38,1451.35,17.9205,6.94,48,3.65,30
VT,2022,3,306,9/20/22,1,30,10/5/21,24,4/5/22,STEME,na,na,40,5/20/22,STEME,TAROF,na,9.46,6.31,-0.895736946,378.4,252.4,893.38,1451.35,17.9205,6.94,48,3.65,30
VT,2022,2,202,9/20/22,1,30,10/5/21,20,4/5/22,STEME,CERVU,na,23.89,5/20/22,MELAL,TRFPR,na,96.93,2.01,-0.91309987,3877.2,80.4,893.38,1451.35,17.9205,6.94,48,3.65,30
VT,2022,4,402,9/20/22,1,30,10/5/21,29,4/5/22,STEME,na,na,42.28,5/20/22,STEME,SINAR,na,180.1,1.61,-0.954481199,7204,64.4,893.38,1451.35,17.9205,6.94,48,3.65,30
VT,2022,2,212,9/29/22,1.5,30,10/12/21,16,4/5/22,na,na,na,22.13,5/20/22,CERVU,bindweed,na,93.15849673,3.29,-0.732954545,3726.339869,131.6,675.28,1233.25,27.132,7.12,31,3.84,30
VT,2022,1,108,9/29/22,1.5,30,10/12/21,25,4/5/22,GLEHE,TAROF,na,27.42,5/20/22,TAROF,GLEHE,na,133.1901458,11.14,-0.743199631,5327.605832,445.6,675.28,1233.25,27.132,7.12,31,3.84,30
VT,2022,3,309,9/29/22,1.5,30,10/12/21,19,4/5/22,brassica,na,na,17.68,5/20/22,STEME,CAPBP,na,80.02403218,1.75,-0.80620155,3200.961287,70,675.28,1233.25,27.132,7.12,31,3.84,30
VT,2022,4,408,9/29/22,1.5,30,10/12/21,17,4/5/22,STEME,brassica,CERVU,28.06,5/20/22,STEME,na,na,134.8589492,4.17,-0.860674908,5394.357968,166.8,675.28,1233.25,27.132,7.12,31,3.84,30
VT,2022,4,415,10/7/22,2,30,10/14/21,22,4/5/22,na,na,na,15.75,5/20/22,STEME,TRFPR,na,122.42,0.69,-0.330097087,4896.8,27.6,563.57,1121.53,27.3615,7.06,50,3.85,30
VT,2022,1,113,10/7/22,2,30,10/14/21,12,4/5/22,na,na,na,6.75,5/20/22,bindweed,na,na,53.24,1.67,-0.714041096,2129.6,66.8,563.57,1121.53,27.3615,7.06,50,3.85,30
VT,2022,2,214,10/7/22,2,30,10/14/21,19,4/5/22,na,na,na,18.68,5/20/22,TAROF,na,na,122.89,0.71,-0.940635452,4915.6,28.4,563.57,1121.53,27.3615,7.06,50,3.85,30
VT,2022,3,317,10/7/22,2,30,10/14/21,16,4/5/22,na,na,na,16.21,5/20/22,CERVU,na,na,90.4,0,-1,3616,0,563.57,1121.53,27.3615,7.06,50,3.85,30
VT,2022,4,420,10/13/22,2.5,30,11/3/21,29,4/5/22,STEME,PLALA,na,28.06,5/20/22,STEME,TRFPR,bindweed,82.9483871,2.82,0.128,3317.935484,112.8,427.27,985.23,12.8805,6.6,81,3.43,30
VT,2022,3,321,10/13/22,2.5,30,11/3/21,30,4/5/22,TRFPR,na,na,10.14,5/20/22,TRFPR,bindweed,STEME,92.68629032,3.46,-0.502158273,3707.451613,138.4,427.27,985.23,12.8805,6.6,81,3.43,30
VT,2022,1,122,10/13/22,2.5,30,11/3/21,19,4/5/22,PLALA,na,na,6.37,5/20/22,STEME,na,na,83.39354839,1.44,-0.850931677,3335.741936,57.6,427.27,985.23,12.8805,6.6,81,3.43,30
VT,2022,2,219,10/13/22,2.5,30,11/3/21,20,4/5/22,STEME,na,na,5.39,5/20/22,bindweed,CHEAL,CERVU,65.86532258,0.6,-0.967373573,2634.612903,24,427.27,985.23,12.8805,6.6,81,3.43,30
VT,2022,4,425,10/20/22,3,30,11/10/21,2,4/5/22,na,na,na,0.29,5/20/22,STEME,TAROF,bindweed,43.24,8.21,3.343915344,1729.6,328.4,297.97,855.93,11.8755,6.05,51,3.27,30
VT,2022,1,126,10/20/22,3,30,11/10/21,13,4/5/22,STEME,na,na,1.15,5/20/22,STEME,CHEAL,TRFRE,64.85,4.4,0.176470588,2594,176,297.97,855.93,11.8755,6.05,51,3.27,30
VT,2022,3,329,10/20/22,3,30,11/10/21,4,4/5/22,STEME,na,na,0.74,5/20/22,STEME,CERVU,CHEAL,55.82,17.83,0.105393676,2232.8,713.2,297.97,855.93,11.8755,6.05,51,3.27,30
VT,2022,2,227,10/20/22,3,30,11/10/21,11,4/5/22,na,na,na,1.27,5/20/22,CHEAL,AGRRE,STEME,51.21,4.68,-0.807644883,2048.4,187.2,297.97,855.93,11.8755,6.05,51,3.27,30
CT,2023,3,40,10/31/22,3,50,11/17/22,12,4/13/23,na,na,na,2.23,5/24/23,POLPE,VERSE,TRFPR,37.6,9.6,-0.309352518,1504,384,552.86,1121.48,29.05,6.02,85,3.76,60
CT,2023,1,1,9/29/22,1,50,10/18/22,32,4/13/23,na,na,na,11.78,5/23/23,STEME,TRFPR,AMBEL,61.2,1.6,-0.5,2448,64,925.08,1493.70,15.8,6.23,87,3.86,60
CT,2023,2,23,10/13/22,2,50,11/3/22,34,4/13/23,na,na,na,12.45,5/23/23,STEME,VERAR,POLPE,108.9,1.8,-0.538461538,4356,72,768.56,1337.18,19.6,6.2,85,3.94,60
CT,2023,1,17,10/31/22,3,50,11/17/22,23,4/13/23,na,na,na,1.63,5/23/23,AMBEL,TRFPR,STEME,100.3,2.3,-0.81300813,4012,92,552.86,1121.48,29.05,6.02,85,3.76,60
CT,2023,3,50,9/29/22,1,50,10/18/22,65,4/13/23,na,na,na,18.44,5/24/23,TRFPR,STEME,VERAR,81.3,1.8,-0.831775701,3252,72,925.08,1493.70,15.8,6.23,87,3.86,60
CT,2023,3,43,10/13/22,2,50,11/3/22,57,4/13/23,na,na,na,30.03,5/24/23,TRFPR,VERSE,na,92.5,0.6,-0.94,3700,24,768.56,1337.18,19.6,6.2,85,3.94,60
CT,2023,1,12,10/13/22,2,50,11/3/22,28,4/13/23,na,na,na,15.5,5/23/23,STEME,TRFPR,na,123.2,0.6,-0.957746479,4928,24,768.56,1337.18,19.6,6.2,85,3.94,60
CT,2023,2,34,10/31/22,3,50,11/17/22,50,4/13/23,na,na,na,8.38,5/23/23,AMBEL,TRFPR,na,89.5,0.2,-0.98019802,3580,8,552.86,1121.48,29.05,6.02,85,3.76,60
CT,2023,2,27,9/29/22,1,50,10/18/22,64,4/13/23,na,na,na,32.09,5/23/23,TRFPR,STEME,AMBEL,203,0.5,-0.980916031,8120,20,925.08,1493.70,15.8,6.23,87,3.86,60
DE,2023,1,101,10/12/2022,1,50,12/8/22,29,4/4/23,VIORA,VERHE,HLOUM,16.92,5/10/23,VIORA,OEOLA,na,79.2,2.8,-0.893939394,3168,112,1455.98,2125.50,1.5,6.57,207,1.32,60
DE,2023,1,111,10/31/2022,2,50,12/8/22,26,4/4/23,VIORA,na,na,22.99,5/10/23,VIORA,na,na,28.6,20.4,0.085106383,1144,816,1159.67,1829.20,1.55,6.7,221,1.24,60
DE,2023,1,117,11/17/2022,3,50,12/8/22,36,4/4/23,VIORA,OEOLA,na,25.37,5/10/23,VIORA,na,na,19.2,21.4,-0.377906977,768,856,863.50,1533.03,1.7,6.68,202,1.3,60
DE,2023,2,203,10/31/2022,2,50,12/8/22,35,4/4/23,VIORA,na,na,33.82,5/10/23,VIORA,na,na,55,14,-0.530201342,2200,560,1159.67,1829.20,1.55,6.7,221,1.24,60
DE,2023,2,209,10/12/2022,1,50,12/8/22,35,4/4/23,VIORA,OEOLA,HLOUM,12.6,5/10/23,VIORA,OEOLA,na,60.8,2.8,-0.904109589,2432,112,1455.98,2125.50,1.5,6.57,207,1.32,60
DE,2023,2,216,11/17/2022,3,50,12/8/22,36,4/4/23,VIORA,OEOLA,na,10.14,5/10/23,VIORA,OEOLA,na,32.4,7,-0.710743802,1296,280,863.50,1533.03,1.7,6.68,202,1.3,60
DE,2023,3,307,11/17/2022,3,50,12/8/22,27,4/4/23,VIORA,LAMAM,na,12.03,5/10/23,VIORA,na,na,18.6,14.6,0.921052632,744,584,863.50,1533.03,1.7,6.68,202,1.3,60
DE,2023,3,314,10/12/2022,1,50,12/8/22,30,4/4/23,VIORA,na,na,19.47,5/10/23,VIORA,OEOLA,na,78,6.8,-0.8,3120,272,1285.61,1948.46,1.5,6.57,207,1.32,60
DE,2023,3,321,10/31/2022,2,50,12/8/22,36,4/4/23,VIORA,na,na,13.63,5/10/23,VIORA,na,na,44,8.4,-0.611111111,1760,336,1159.67,1829.20,1.55,6.7,221,1.24,60
DE,2023,4,405,10/12/2022,1,50,12/8/22,37,4/4/23,VIORA,na,na,18.77,5/10/23,VIORA,na,na,84,6.4,-0.741935484,3360,256,1455.98,2125.50,1.5,6.57,207,1.32,60
DE,2023,4,408,11/17/2022,3,50,12/8/22,26,4/4/23,LAMAM,ERPVE,CERFO,10.14,5/10/23,VIORA,STEME,na,16,9.8,-0.677631579,640,392,863.50,1533.03,1.7,6.68,202,1.3,60
DE,2023,4,419,10/31/2022,2,50,12/8/22,39,4/4/23,VIORA,OEOLA,na,22.85,5/10/23,VIORA,na,na,66,13.6,-0.587878788,2640,544,1159.67,1829.20,1.55,6.7,221,1.24,60
MA,2023,1,103,9/21/2022,1,50,10/10/22,37,4/13/22,CAPBP,na,na,62.58,5/31/22,CAPBP,STEME,na,184.1,5.3,-0.8,7364,212,1150.70,1935.59,3.55,6.83,526,2.39,60
MA,2023,1,115,10/28/2022,3,50,11/17/22,26,4/13/22,na,na,na,12,5/31/22,CHEAL,STEME,na,42.9,0.5,-0.95049505,1716,20,603.18,1388.07,2.75,6.86,561,2.25,60
MA,2023,1,123,10/6/2022,2,50,10/27/22,30,4/13/22,CAPBP,na,na,46.58,5/31/22,CAPBP,STEME,MATMT,134.2,3,-0.745762712,5368,120,913.89,1698.78,3.05,7.01,547,2.24,60
MA,2023,2,204,10/6/2022,2,50,10/27/22,25,4/13/22,CAPBP,na,na,31.67,6/1/22,CAPBP,STEME,na,88.7,1.1,-0.941798942,3548,44,913.89,1698.78,3.05,7.01,547,2.24,60
MA,2023,2,212,9/21/2022,1,50,10/10/22,47,4/13/22,CAPBP,na,na,29.54,6/1/22,CAPBP,STEME,na,101.8,3.4,-0.81420765,4072,136,1150.70,1935.59,3.55,6.83,526,2.39,60
MA,2023,2,226,10/28/2022,3,50,11/17/22,30,4/13/22,na,na,na,11.3,6/1/22,CHEAL,STEME,na,44.2,0,-1,1768,0,603.18,1388.07,2.75,6.86,561,2.25,60
MA,2023,3,304,10/28/2022,3,50,11/17/22,22,4/13/22,na,na,na,5.68,6/1/22,CHEAL,STEME,na,34.1,0,-1,1364,0,603.18,1388.07,2.75,6.86,561,2.25,60
MA,2023,3,313,10/6/2022,2,50,10/27/22,39,4/13/22,na,na,na,55.51,6/1/22,STEME,CAPBP,na,135,0,-1,5400,0,913.89,1698.78,3.05,7.01,547,2.24,60
MA,2023,3,325,9/21/2022,1,50,10/10/22,41,4/13/22,CAPBP,na,na,54.53,6/1/22,CAPBP,STEME,na,159,4,-0.790575916,6360,160,1150.70,1935.59,3.55,6.83,526,2.39,60
NY,2023,2,104,10/25/22,3,50,11/16/22,59,5/2/23,VER_sp,STEME,VIOAR,23.36,5/24/23,STEME,VIOAR,na,89.5,0.9,-0.55,3580,36,777.2196632,1062.167674,13.4,6.61,119,3.39,60
NY,2023,3,209,9/30/22,1,50,10/19/22,39,5/2/23,VER_sp,STEME,VIOAR,23.36,5/24/23,VIOAR,STEME,na,245.9,29,-0.584527221,9836,1160,1029.625464,1314.573475,27,6.6,15*,3.92,60
NY,2023,3,107,10/25/22,3,50,11/16/22,61,5/2/23,VER_sp,STEME,VIOAR,23.36,5/24/23,VIOAR,STEME,na,79.9,3.4,-0.604651163,3196,136,777.2196632,1062.167674,13.4,6.61,119,3.39,60
NY,2023,2,105,10/12/22,2,50,10/31/22,25,5/2/23,VER_sp,STEME,VIOAR,23.36,5/24/23,STEME,VIOAR,na,97.4,2.5,-0.637681159,3896,100,901.3908129,1186.338824,19.15,6.5,121,3.35,60
NY,2023,2,206,9/30/22,1,50,10/19/22,35,5/2/23,VER_sp,STEME,VIOAR,23.36,5/24/23,VIOAR,STEME,na,159.6,19.3,-0.665511265,6384,772,1029.625464,1314.573475,27,6.6,15*,3.92,60
NY,2023,3,408,10/12/22,2,50,10/31/22,39,5/2/23,VER_sp,STEME,VIOAR,23.36,5/24/23,STEME,VIOAR,na,119.9,7,-0.765100671,4796,280,901.3908129,1186.338824,19.15,6.5,121,3.35,60
NY,2023,1,501,9/30/22,1,50,10/19/22,37,5/2/23,VER_sp,STEME,VIOAR,23.36,5/24/23,STEME,VIOAR,na,147.9,6.4,-0.913746631,5916,256,1029.625464,1314.573475,27,6.6,15*,3.92,60
NY,2023,1,503,10/12/22,2,50,10/31/22,38,5/2/23,VER_sp,STEME,VIOAR,23.36,5/24/23,VIOAR,STEME,na,90.7,1.2,-0.972789116,3628,48,901.3908129,1186.338824,19.15,6.5,121,3.35,60
NY,2023,1,402,10/25/22,3,50,11/16/22,57,5/2/23,VER_sp,STEME,VIOAR,23.36,5/24/23,na,na,na,92.2,0,-1,3688,0,777.2196632,1062.167674,13.4,6.61,119,3.39,60
PA,2023,2,213,10/24/22,2,50,11/29/22,30,4/11/23,POAAN,na,na,20.69,5/24/23,na,na,na,173.4,1.5,-0.6875,6936,60,679.8112328,1304.555266,29.6,5.83,39,2.53,60
PA,2023,3,304,11/9/22,3,50,na,na,4/11/23,POLAV,na,na,5.1,5/24/23,VERPG,CHEAL,CAPBP,69.8,0.8,-0.813953488,2792,32,460.964738,1085.708771,29.7,5.88,41,2.52,60
PA,2023,2,210,11/9/22,3,50,na,na,4/11/23,CARHI,na,na,4.56,5/24/23,POLCO,CHEAL,na,69.4,0.4,-0.857142857,2776,16,460.964738,1085.708771,29.7,5.88,41,2.52,60
PA,2023,1,113,11/9/22,3,50,na,na,4/11/23,LAMAM,POAAN,na,9.83,5/24/23,POAAN,VERPG,LAMAM,102.5,0.6,-0.954887218,4100,24,460.964738,1085.708771,29.7,5.88,41,2.52,60
PA,2023,2,203,10/10/22,1,50,11/1/22,39,4/11/23,na,na,na,30.25,5/24/23,ERICA,na,na,110.9,0.05,-0.986842105,4436,2,805.1613401,1429.905374,15.75,5.88,62,2.46,60
PA,2023,1,109,10/10/22,1,50,11/1/22,33,4/11/23,na,na,na,32.77,5/24/23,VERPG,na,na,168.2,0.1,-0.993243243,6728,4,805.1613401,1429.905374,15.75,5.88,62,2.46,60
PA,2023,1,102,10/24/22,2,50,11/29/22,37,4/11/23,na,na,na,23.32,5/24/23,LAMAM,SETFA,na,106.9,0,-1,4276,0,679.8112328,1304.555266,29.6,5.83,39,2.53,60
PA,2023,3,311,10/24/22,2,50,11/29/22,41,4/11/23,na,na,na,37.72,5/24/23,na,na,na,218.3,0,-1,8732,0,679.8112328,1304.555266,29.6,5.83,39,2.53,60
PA,2023,3,317,10/10/22,1,50,11/1/22,39,4/11/23,POAAN,na,na,48.88,5/24/23,na,na,na,232.4,0,-1,9296,0,805.1613401,1429.905374,15.75,5.88,62,2.46,60
UMD,2023,3,308,10/31/22,2,50,11/14/22,25,3/28/23,VIORA,na,na,31.16,5/8/23,LAMAM,POANN,na,173.9,1.3,-0.808823529,6956,52,1004.59,1748.57,11.95,6.37,70,2.11,60
UMD,2023,2,207,11/14/22,3,50,12/12/22,38,3/28/23,CERVU,VIORA,na,57.41,5/8/23,VIORA,POANN,na,190.6,0.7,-0.867924528,7624,28,723.17,1467.14,9.25,6.3,44,1.98,60
UMD,2023,1,104,10/24/22,1,50,11/5/22,45,3/28/23,POANN,na,na,49.49,5/8/23,POANN,CERVU,na,170.8,5.1,-0.868894602,6832,204,1114.47,1858.45,9.5,6.61,46,2.17,60
UMD,2023,2,213,10/24/22,1,50,11/5/22,29,3/28/23,POANN,na,na,36.2,5/8/23,POANN,na,na,166.6,1.9,-0.960084034,6664,76,1114.47,1858.45,9.5,6.61,46,2.17,60
UMD,2023,1,110,10/31/22,2,50,11/14/22,33,3/28/23,POANN,na,na,35.49,5/8/23,POANN,VIORA,na,148.1,1,-0.966216216,5924,40,1004.59,1748.57,11.95,6.37,70,2.11,60
UMD,2023,3,318,10/24/22,1,50,11/5/22,52,3/28/23,POANN,na,na,51.84,5/8/23,PHTAM,na,na,183.7,1.8,-0.966228893,7348,72,1114.47,1858.45,9.5,6.61,46,2.17,60
UMD,2023,1,116,11/14/22,3,50,12/12/22,36,3/28/23,POANN,VIORA,na,35.01,5/8/23,VIORA,POANN,na,169.4,0.5,-0.974874372,6776,20,723.17,1467.14,9.25,6.3,44,1.98,60
UMD,2023,2,201,10/31/22,2,50,11/14/22,19,3/28/23,VERPE,VIORA,POANN,36.49,5/8/23,na,na,na,239.1,0.4,-0.989583333,9564,16,1004.59,1748.57,11.95,6.37,70,2.11,60
UMD,2023,3,302,11/14/22,3,50,12/12/22,20,3/28/23,na,na,na,27.42,5/8/23,VIORA,na,na,211.4,0.2,-0.992857143,8456,8,723.17,1467.14,9.25,6.3,44,1.98,60
VT,2023,3,326,10/10/22,3,50,10/27/22,35,4/6/23,na,na,na,23.89,5/30/23,CAPBP,na,na,180.97,0.1,-0.975609756,7238.8,4,542.92,1309.70,42.7,6.13,66,3.75,60
VT,2023,4,407,9/19/22,1.5,50,10/4/22,46,4/6/23,na,na,na,82.67,5/30/23,CAPBP,na,na,321.15,0.1,-0.980769231,12846,4,825.81,1592.58,5.85,6.71,38,3.34,60
VT,2023,2,210,9/19/22,1.5,50,10/4/22,47,4/6/23,na,na,na,80.77,5/30/23,CAPBP,na,na,372.37,0.1,-0.996677741,14894.8,4,825.81,1592.58,5.85,6.71,38,3.34,60
VT,2023,1,106,9/12/22,1,50,9/29/22,47,4/6/23,na,na,na,90.52,5/30/23,na,na,na,335.79,0,-1,13431.6,0,978.71,1745.48,38.4,6.71,54,4.04,60
VT,2023,1,109,9/19/22,1.5,50,10/4/22,41,4/6/23,na,na,na,86.65,5/30/23,na,na,na,396.54,0,-1,15861.6,0,825.81,1592.58,5.85,6.71,38,3.34,60
VT,2023,1,118,9/24/22,2,50,10/10/22,28,4/6/23,na,na,na,61.08,5/30/23,na,na,na,243.98,0,-1,9759.2,0,743.41,1510.18,14.9,6.96,43,3.74,60
VT,2023,1,124,10/3/22,2.5,50,10/20/22,57,4/6/23,na,na,na,37.46,5/30/23,na,na,na,172.05,0,-1,6882,0,617.1164091,1383.892789,26.95,6.49,54,3.38,60
VT,2023,1,128,10/10/22,3,50,10/27/22,40,4/6/23,na,na,na,26.41,5/30/23,na,na,na,147.75,0,-1,5910,0,542.92,1309.70,42.7,6.13,66,3.75,60
VT,2023,2,202,9/12/22,1,50,9/29/22,56,4/6/23,na,na,na,88.86,5/30/23,na,na,na,306.95,0,-1,12278,0,978.71,1745.48,38.4,6.71,54,4.04,60
VT,2023,2,217,9/24/22,2,50,10/10/22,38,4/6/23,na,na,na,58.36,5/30/23,na,na,na,272.97,0,-1,10918.8,0,743.41,1510.18,14.9,6.96,43,3.74,60
VT,2023,2,221,10/3/22,2.5,50,10/20/22,35,4/6/23,na,na,na,50.62,5/30/23,na,na,na,249.47,0,-1,9978.8,0,617.1164091,1383.892789,26.95,6.49,54,3.38,60
VT,2023,2,230,10/10/22,3,50,10/27/22,44,4/6/23,na,na,na,30.56,5/30/23,na,na,na,219.66,0,-1,8786.4,0,542.92,1309.70,42.7,6.13,66,3.75,60
VT,2023,3,306,9/12/22,1,50,9/29/22,56,4/6/23,na,na,na,82.3,5/30/23,na,na,na,348.59,0,-1,13943.6,0,978.71,1745.48,38.4,6.71,54,4.04,60
